login; location; followers; contributions; stars; contributionsStreak; contributionsCurrentStreak
sergio-alvarez;Oviedo, Spain;7;334;0;12;6
aesedepece;Málaga;27;334;71;10;0
garciparedes;Palencia, Spain;7;333;13;11;0
lrlopez;Linares (Jaén);13;331;4;45;45
jmjuanes;Valencia, Spain;2;330;1;5;0
etenesaca;Cuenca - Ecuador;2;329;2;32;0
Xatpy;Madrid;2;328;2;41;41
juanAFernandez;Granada;7;328;0;6;3
pabloalba;Madrid;23;326;14;5;0
jantoniomartin;Albacete, Spain;3;326;15;6;0
pokoli;Sarroca de Lleida;9;326;15;5;0
angelblxt;Zaragoza;0;324;0;14;0
Moter8;Alicante, Spain;1;323;0;8;0
oskyar;Granada;9;322;6;7;0
algui91;Granada, España;64;321;13;12;0
larsp;Barcelona, Spain;2;320;0;7;0
NITEMAN;Madrid;22;319;18;16;0
rubencaro;Barcelona;4;319;31;10;0
franexposito;Granada, Spain;5;319;0;5;0
terencezl;Toledo;5;319;2;10;0
VictorBjelkholm;Barcelona, Catalunya;52;317;981;5;0
ianharrigan;Barcelona;28;316;307;7;0
ciscou;Madrid;9;316;15;5;0
albertov;Madrid;6;316;2;11;0
dgarijo;Madrid (Spain);12;316;11;5;0
sergioortegagomez;Segovia;1;315;1;5;2
LuisJoseSanchez;Málaga (Spain);2;315;1;7;0
spiddy;Barcelona;4;314;5;12;0
Makova;Granada;19;314;7;11;0
xala3pa;Bilbao;15;314;10;22;0
drslump;Barcelona;44;312;368;8;0
Yorkshireman;Pamplona, Spain;2;312;0;14;14
edwise;Madrid;2;311;0;8;0
josex2r;Madrid;6;311;69;5;0
luckyshot;Barcelona, Spain;19;308;138;10;0
dsaenztagarro;Madrid;3;308;2;8;0
efernandez;Barcelona, Spain;10;307;0;7;0
blaxter;Zaragoza, Spain;12;306;53;5;0
carlosazaustre;Madrid, Spain;478;306;145;37;0
jperedadnr;Valladolid, Spain;19;305;13;5;0
txels;Reykjavik & Barcelona;7;304;185;12;0
jesusgollonet;Malaga, Spain;84;300;196;15;0
jbazaco;Madrid;3;300;3;12;0
ivanortegaalba;Granada;13;300;3;9;0
sjimenez77;Albacete, Spain;2;299;1;10;0
rodbeh;Barcelona;2;296;2;5;0
roclas;madrid;13;296;11;5;0
viccuad;Madrid, Spain;12;296;23;8;0
chrisekelley;Barcelona, Spain;20;296;126;7;0
jsanz;Valencia, Spain;22;295;10;12;0
Jsevillamol;Madrid, Spain;4;294;5;9;2
enrmarc;Valladolid, Spain;7;294;52;9;0
vdel26;Barcelona;14;293;69;9;0
psicobyte;Granada, Spain;23;292;10;8;2
icoloma;Madrid, Spain;17;292;54;5;0
Fonserbc;Barcelona;16;292;16;5;0
jim3k1;Zaragoza, Spain;0;291;0;11;0
davidmogar;Asturias, Spain;5;290;2;8;0
jlebrijo;Toledo;3;289;8;11;0
ifsnop;Madrid / Spain;4;289;205;11;0
Fernan2;Valencia;5;287;4;5;0
danigm;Córdoba (España);48;286;72;9;0
jondeandres;Barcelona;22;285;11;7;0
Rubentxu;Vitoria (Alava, Spain);9;284;17;11;0
rubenmv;Alicante;1;284;1;9;0
esaborit4code;Valencia;2;284;2;5;0
logongas;Valencia , Spain;15;282;16;6;0
espencer;Madrid, Spain;10;282;4;5;0
israelmgo;Alicante;0;282;0;3;0
camilocot;Málaga;1;281;5;7;2
furilo;Madrid, Spain;30;280;0;9;2
jonlatorre;Bilbao;0;280;6;5;0
rafaelaznar;Valencia, Spain;24;280;2;8;0
bmagyar;Barcelona, Spain;11;280;1;6;0
papajulio;Zaragoza;9;279;1;6;0
Joimer;Madrid, Spain;9;279;17;10;0
andresbravog;Barcelona;10;279;112;12;0
salvadorgascon;Barcelona;2;278;0;8;3
vrinek;Barcelona;19;278;67;8;0
jesusprubio;A Coruña;41;278;103;6;2
javierhonduco;Madrid, Spain;42;278;39;7;0
singuerinc;Barcelona;9;277;29;8;3
jghinestrosa;Almería, Spain;4;277;2;7;0
alexperezpaya;Madrid, Spain;50;276;202;5;0
yagop;Madrid, Spain;19;276;93;6;0
claunia;Las Palmas de Gran Canaria;4;275;7;5;0
christhomas;Barcelona;2;274;5;6;0
bpedro;Barcelona, Spain;79;274;88;5;0
erichlf;Bilbao, Basque Country -- Spain;2;273;0;12;0
lekum;Madrid, Spain;5;273;1;22;0
PeteBoucher;Malaga;9;270;0;6;0
Juanlu001;Madrid, Spain;49;269;3;5;0
albertomolina;Sevilla, Spain;35;269;2;13;0
jmendeth;Barcelona, Spain;45;269;106;7;0
toqueteos;Madrid;16;268;108;5;0
FranBarrera;Sevilla, Spain;12;268;0;9;2
julioxus;Granada, Spain;7;268;13;8;0
AlfredoRoca;Torredembarra - Tarragona - Spain;11;268;0;11;0
suy;Barcelona;5;267;17;7;2
zacr0;Córdoba, Spain;2;267;1;21;0
canodelacuadra;Toledo, Spain;3;267;0;17;0
Sirikon;Málaga, Spain;12;267;3;6;0
kavinsky;Madrid, Spain;8;266;21;7;0
edugrasa;Barcelona;6;266;1;5;0
danielo515;Madrid Spain;4;264;6;17;0
ajspadial;Madrid;8;263;0;9;0
tinova;Madrid;7;263;1;5;0
iriberri;Madrid;9;263;3;6;0
zenitraM;Madrid;32;262;41;4;0
spite;Barcelona;184;262;1062;7;7
jmendiara;Huesca, Spain;12;262;70;7;0
charliemc;Zaragoza, Aragón, Spain;8;262;3;11;0
crevillo;Madrid, Spain;12;260;42;8;0
agacias;Zaragoza (Spain);3;260;0;8;0
jherran;Madrid, Spain;14;259;0;6;0
wizeman;Madrid, Spain;9;258;0;9;5
rchampa;Madrid;9;257;4;11;2
PabloLaVegui;Cantabria. Spain;6;256;0;16;0
Nesta;Sevilla;41;255;28;5;0
jordeu;Barcelona;4;255;2;7;0
pasoriano;Córdoba (spain);3;254;1;5;0
Feagurth;Almería;5;254;0;13;5
currycat;Barcelona;15;253;1;4;0
agjacome;Ourense, Spain;23;253;4;8;2
WyrmxD;Madrid;5;253;1;17;0
EvaristoGZ;Dos Hermanas, Sevilla;11;253;0;18;0
Samitier;Barcelona;2;252;1;19;0
fbobbio;Córdoba;5;252;1;7;0
Shelvak;Mendoza;12;252;13;5;0
xmaeztu;Iruñea, Nafarroa;4;250;1;4;0
franciscoj;Barcelona (Spain);37;250;15;4;0
antoniovazquezblanco;Chantada, Lugo, Spain;12;249;21;5;0
vbergae;Valencia, Spain;9;249;22;6;0
Franx0;Madrid;19;249;2;4;0
miquelmassot;Palma de Mallorca;8;249;12;5;0
jfisteus;Madrid, Spain;11;249;37;9;0
eduardofilo;Zaragoza;4;248;0;9;0
Beluki;Orense, Spain;1;248;14;10;0
Endika;Madrid;2;247;0;38;0
XescuGC;Barcelona;13;247;24;8;7
pplu;Barcelona;16;246;39;4;0
IlyaBakhlin;Madrid;4;246;0;4;0
FranciscoP;Valencia, Spain;9;246;177;7;0
vieron;Barcelona, Spain;98;246;84;5;0
simo163;Sevilla;0;243;0;11;0
aoltra;Valencia;4;243;4;6;0
ChusCarro;Zaragoza;0;243;0;5;0
johnHackworth;Madrid, Spain;26;243;26;6;0
mpguerra;Barcelona, Spain;2;243;4;4;0
davidmoreno;Madrid (Spain) and London(UK);26;241;826;9;0
javiergonzper;Valladolid, Spain;6;240;0;5;0
Satyam;Sitges, Barcelona, Spain;29;240;26;8;0
cblanco;UPM madrid;2;239;0;4;0
GermanDZ;Madrid, Spain;16;239;33;9;0
alvaroabascar;Barcelona;9;239;1;4;0
amcereijo;Madrid;7;239;9;7;0
cesards;Barcelona;112;238;1052;7;0
netmarti;Barcelona;9;238;0;9;0
itrascastro;Barcelona, Spain;39;238;1;20;0
albertoqa;Granada, Spain;1;238;0;13;0
sfotiadis;Madrid;2;238;2;4;0
oaguillon;San Gil Santander Colombia;5;238;1;4;0
adrianolatorre;Barcelona;6;238;0;8;0
yyoyo;Barcelona;3;238;2;5;0
ovicin;Barcelona;19;238;9;8;0
josecolella;Granada;15;237;3;8;0
Worllhmar;Albacete, Spain;1;237;0;8;0
rafael1193;Granada, Spain;6;237;4;17;2
albertcasado;Barcelona;1;236;1;8;0
jrenaat;Barcelona;2;235;0;5;0
jcanell4;Barcelona;1;235;0;8;0
k3xr;Madrid, Spain;5;234;0;21;0
gregoriorobles;Madrid (Spain);40;233;0;11;11
alabarga;Pamplona, Spain;10;233;4;4;0
yamila-moreno;Madrid, Spain;42;232;9;9;0
lucasponce;Madrid;12;232;13;5;0
patoroco;Valladolid-Madrid, Spain;32;232;114;4;0
piensaenpixel;Madrid;2;231;1;5;0
HugoL;Zaragoza;4;231;1;7;0
andresperezlopez;Barcelona;5;231;12;4;0
unintendedbear;Granada;10;230;1;5;4
dalareo;A Coruña (Galiza);2;230;0;3;0
enriclluelles;Barcelona;39;229;155;11;0
pidal;Madrid, Spain;4;229;0;13;0
victorsauri;Barcelona;10;229;2;7;0
r2bapps;Barcelona (Spain);6;229;4;10;0
knoopx;Barcelona;41;228;48;7;0
poolqf;Barcelona;11;228;514;8;0
haas85;Bilbao;12;228;19;5;0
hiulit;Barcelona;2;227;104;4;0
alfred82santa;Barcelona;5;227;7;4;0
Achifaifa;Vitoria, Spain;5;227;4;17;0
JRomeoSalazar;Zaragoza;4;227;0;5;0
mikel-egana-aranguren;Bilbo;10;227;5;5;0
santiarg;Lugo, Spain;2;226;0;5;0
jaimeiniesta;Girona, Spain;128;226;534;7;0
anajuaristi;Gipuzkoa (spain);9;225;0;5;0
antespi;Madrid;6;225;26;4;0
fjlopez;Zaragoza, Spain;13;225;0;7;0
roobre;León, Spain;6;225;11;5;0
jmcarbo;Barcelona (SPAIN);4;224;49;5;0
aitorrl;Pamplona / Iruña;4;224;2;5;0
egulias;Madrid;45;223;244;8;0
tcorral;Barcelona;201;223;2033;7;0
vitojph;Navalcarnero, Madrid, Spain;2;223;6;8;2
dgrijuela;Madrid, Spain;3;223;1;6;0
pablomario;Soria, Spain;1;221;0;21;0
alexruperez;Madrid;39;221;625;8;0
iconpin;Barcelona;15;221;13;5;0
ferblape;Madrid;134;219;205;5;0
jfontan;Madrid, Spain;15;219;20;5;0
fcsonline;Barcelona, Spain;25;219;53;7;0
valenbg1;Madrid;11;219;6;8;0
ajnavarro;Madrid;2;218;0;5;0
cabul;Las Palmas;3;218;4;8;0
willyaranda;Aranda de Duero/Madrid;35;218;16;5;0
vehrka;Valencia (Spain);5;217;4;5;0
JulianMayorga;Mendoza, Argentina;6;217;749;9;0
pablocelayes;Córdoba;6;216;5;12;0
